date,high,open,close,low,amount,vol
20060807,1287.75,-5.5,1276.75,1272,0.301587302,15.75
20060808,1288.25,-5.25,1271.5,1268.25,0.1625,20
20060809,1277,4,1275.5,1262.5,0.896551724,14.5
20060810,1277,-3.25,1272.25,1265.75,0.577777778,11.25
20060813,1283.25,1,1273.25,1270.75,0.2,12.5
20060814,1290.5,14.5,1287.75,1273,0.842857143,17.5
20060815,1300.25,11.25,1299,1286.75,0.907407407,13.5
20060816,1304.75,2,1301,1295.5,0.594594595,9.25
20060817,1307.75,6,1307,1296.75,0.931818182,11
20060820,1306.75,-4.75,1302.25,1298.5,0.454545455,8.25
20060821,1305.75,-0.25,1302,1297.25,0.558823529,8.5
20060822,1304.25,-4.25,1297.75,1291.5,0.490196078,12.75
20060823,1300.75,-1.75,1296,1293.5,0.344827586,7.25
20060824,1301.75,1.5,1297.5,1294.75,0.392857143,7
20060827,1307.5,6.25,1303.75,1294.5,0.711538462,13
20060828,1307.5,1.25,1305,1297,0.761904762,10.5
20060829,1308.75,0,1305,1303.75,0.25,5
20060830,1308.25,0.5,1305.5,1303,0.476190476,5.25
20060831,1314,7,1312.5,1304.75,0.837837838,9.25
20060903,1316.75,3.75,1316.25,1311.5,0.904761905,5.25
20060904,1316.75,-1.75,1314.5,1310,0.666666667,6.75
20060905,1314.25,-11.75,1302.75,1300.25,0.178571429,14
20060906,1302.5,-6.5,1296.25,1293,0.342105263,9.5
20060907,1312.5,14.25,1310.5,1306.25,0.68,6.25
20060910,1314.75,1,1311.5,1302.5,0.734693878,12.25
20060911,1326.25,13.5,1325,1308,0.931506849,18.25
20060912,1332,4,1329,1322.25,0.692307692,9.75
20060913,1331,0.5,1329.5,1324.5,0.769230769,6.5
20060914,1336.75,2.75,1332.25,1328,0.485714286,8.75
20060917,1336.5,2,1334.25,1329,0.7,7.5
20060918,1334.5,-3.75,1330.5,1322.75,0.659574468,11.75
20060919,1339.75,6,1336.5,1329.5,0.682926829,10.25
20060920,1340,-6.25,1330.25,1325.5,0.327586207,14.5
20060921,1331.5,-4.25,1326,1321,0.476190476,10.5
20060924,1340,9.75,1335.75,1321.5,0.77027027,18.5
20060925,1347.25,11,1346.75,1333.5,0.963636364,13.75
20060926,1350.25,1,1347.75,1343,0.655172414,7.25
20060927,1350.5,-0.5,1347.25,1343,0.566666667,7.5
20060928,1350.5,-1.75,1345.5,1344.75,0.130434783,5.75
20061001,1348.75,-5,1340.5,1339.25,0.131578947,9.5
20061002,1347.75,2.75,1343.25,1336,0.617021277,11.75
20061003,1359,15,1358.25,1339.75,0.961038961,19.25
20061004,1363.25,2.5,1360.75,1356.5,0.62962963,6.75
20061005,1361.5,-2,1358.75,1352.5,0.694444444,9
20061008,1361.75,0.5,1359.25,1354.25,0.666666667,7.5
20061009,1363.25,1.5,1360.75,1357,0.6,6.25
20061010,1362.5,-1.75,1359,1351,0.695652174,11.5
20061011,1372,11.75,1370.75,1358.5,0.907407407,13.5
20061012,1374.75,2.75,1373.5,1368,0.814814815,6.75
20061015,1378.25,2.5,1376,1371.5,0.666666667,6.75
20061016,1376,-4.25,1371.75,1364,0.645833333,12
20061017,1380.25,0.75,1372.5,1367.75,0.38,12.5
